model_variant,rows,distinct_days,mae_expected,rmse_expected,bias_expected,mean_nll,mean_crps,brier_peak_already_passed,brier_upside_ge_1c,brier_upside_ge_2c,brier_upside_ge_3c,coverage_80,mean_false_upside_probability
enhanced_intraday_ml,3065,438,1.6214342663451498,2.411519167472453,-0.02258932517872732,5.063523534271788,0.07875346368611942,0.09518069455897729,0.09541141157376137,0.10170554317842422,0.09929390581924431,0.599673735725938,0.35186646395129617
enhanced_spatial_metar_ml,3065,438,1.5117526843962834,2.2455510433972847,-0.0512239130015813,5.086963211728692,0.07327006721428517,0.09115681641662352,0.08951008023013192,0.09640890025050747,0.09041595900089072,0.6071778140293638,0.3423585604273058
